Fiscal Year,Fiscal Quarter,Fiscal Period,FSLine Statement L1,FSLine Statement L2,Product,Country,Currency,Amount in Local Currency,Amount in USD,Version
2022,Q1,2022-03,OPEX,R&D Expenses,Product C,Germany,EUR,60494.04,66543.45,Actuals
2022,Q1,2022-03,OPEX,Sales Expenses,Product C,Germany,EUR,29080.82,31988.9,Actuals
2022,Q1,2022-03,Other Income/Expenses,Foreign Exchange Gain/Loss,Product C,Germany,EUR,960.93,1057.02,Actuals
2022,Q1,2022-03,Other Income/Expenses,Interest Expense,Product C,Germany,EUR,5055.63,5561.19,Actuals
2022,Q1,2022-03,Other Income/Expenses,Interest Income,Product C,Germany,EUR,2783.87,3062.26,Actuals
2022,Q1,2022-03,Cost of Goods Sold,Direct Labor,Product D,Germany,EUR,34737.1,38210.81,Actuals
2022,Q1,2022-03,Cost of Goods Sold,Direct Materials,Product D,Germany,EUR,85736.45,94310.1,Actuals
2022,Q1,2022-03,Cost of Goods Sold,Manufacturing Overhead,Product D,Germany,EUR,16848.83,18533.72,Actuals
2022,Q1,2022-03,Net Revenue,Gross Revenue,Product D,Germany,EUR,336141.77,369755.94,Actuals
2022,Q1,2022-03,Net Revenue,Returns and Refunds,Product D,Germany,EUR,-8345.94,-9180.53,Actuals
2022,Q1,2022-03,Net Revenue,Revenue Adjustment,Product D,Germany,EUR,397.98,437.77,Actuals
2022,Q1,2022-03,OPEX,General & Administrative,Product D,Germany,EUR,22292.69,24521.96,Actuals
2022,Q1,2022-03,OPEX,Headcount Expenses,Product D,Germany,EUR,66463.73,73110.1,Actuals
2022,Q1,2022-03,OPEX,IT Expenses,Product D,Germany,EUR,10365.23,11401.75,Actuals
2022,Q1,2022-03,OPEX,Marketing Expenses,Product D,Germany,EUR,14576.62,16034.28,Actuals
2022,Q1,2022-03,OPEX,R&D Expenses,Product D,Germany,EUR,40542.8,44597.09,Actuals
2022,Q1,2022-03,OPEX,Sales Expenses,Product D,Germany,EUR,23031.22,25334.35,Actuals
2022,Q1,2022-03,Other Income/Expenses,Foreign Exchange Gain/Loss,Product D,Germany,EUR,-64.18,-70.6,Actuals
2022,Q1,2022-03,Other Income/Expenses,Interest Expense,Product D,Germany,EUR,4466.08,4912.69,Actuals
2022,Q1,2022-03,Other Income/Expenses,Interest Income,Product D,Germany,EUR,2306.2,2536.82,Actuals
2022,Q1,2022-03,Cost of Goods Sold,Direct Labor,Product A,Japan,JPY,56644.76,509.8,Actuals
2022,Q1,2022-03,Cost of Goods Sold,Direct Materials,Product A,Japan,JPY,128963.63,1160.67,Actuals
2022,Q1,2022-03,Cost of Goods Sold,Manufacturing Overhead,Product A,Japan,JPY,34892.67,314.03,Actuals
2022,Q1,2022-03,Net Revenue,Gross Revenue,Product A,Japan,JPY,432162.7,3889.46,Actuals
2022,Q1,2022-03,Net Revenue,Returns and Refunds,Product A,Japan,JPY,-23282.75,-209.54,Actuals
2022,Q1,2022-03,Net Revenue,Revenue Adjustment,Product A,Japan,JPY,4489.34,40.4,Actuals
2022,Q1,2022-03,OPEX,General & Administrative,Product A,Japan,JPY,33235.32,299.12,Actuals
2022,Q1,2022-03,OPEX,Headcount Expenses,Product A,Japan,JPY,86007.39,774.07,Actuals
2022,Q1,2022-03,OPEX,IT Expenses,Product A,Japan,JPY,21742.01,195.68,Actuals
2022,Q1,2022-03,OPEX,Marketing Expenses,Product A,Japan,JPY,16928.4,152.36,Actuals
2022,Q1,2022-03,OPEX,R&D Expenses,Product A,Japan,JPY,56431.15,507.88,Actuals
2022,Q1,2022-03,OPEX,Sales Expenses,Product A,Japan,JPY,30704.05,276.34,Actuals
2022,Q1,2022-03,Other Income/Expenses,Foreign Exchange Gain/Loss,Product A,Japan,JPY,3240.25,29.16,Actuals
2022,Q1,2022-03,Other Income/Expenses,Interest Expense,Product A,Japan,JPY,6954.53,62.59,Actuals
2022,Q1,2022-03,Other Income/Expenses,Interest Income,Product A,Japan,JPY,1996.54,17.97,Actuals
2022,Q1,2022-03,Cost of Goods Sold,Direct Labor,Product B,Japan,JPY,40796.4,367.17,Actuals
2022,Q1,2022-03,Cost of Goods Sold,Direct Materials,Product B,Japan,JPY,112185.41,1009.67,Actuals
2022,Q1,2022-03,Cost of Goods Sold,Manufacturing Overhead,Product B,Japan,JPY,15221.81,137.0,Actuals
2022,Q1,2022-03,Net Revenue,Gross Revenue,Product B,Japan,JPY,408130.64,3673.18,Actuals
2022,Q1,2022-03,Net Revenue,Returns and Refunds,Product B,Japan,JPY,-11634.68,-104.71,Actuals
2022,Q1,2022-03,Net Revenue,Revenue Adjustment,Product B,Japan,JPY,2920.86,26.29,Actuals
2022,Q1,2022-03,OPEX,General & Administrative,Product B,Japan,JPY,20644.76,185.8,Actuals
2022,Q1,2022-03,OPEX,Headcount Expenses,Product B,Japan,JPY,80741.74,726.68,Actuals
2022,Q1,2022-03,OPEX,IT Expenses,Product B,Japan,JPY,26849.15,241.64,Actuals
2022,Q1,2022-03,OPEX,Marketing Expenses,Product B,Japan,JPY,19266.82,173.4,Actuals
2022,Q1,2022-03,OPEX,R&D Expenses,Product B,Japan,JPY,52160.12,469.44,Actuals
2022,Q1,2022-03,OPEX,Sales Expenses,Product B,Japan,JPY,21918.47,197.27,Actuals
2022,Q1,2022-03,Other Income/Expenses,Foreign Exchange Gain/Loss,Product B,Japan,JPY,1875.52,16.88,Actuals
2022,Q1,2022-03,Other Income/Expenses,Interest Expense,Product B,Japan,JPY,2291.13,20.62,Actuals
2022,Q1,2022-03,Other Income/Expenses,Interest Income,Product B,Japan,JPY,1275.36,11.48,Actuals
2022,Q1,2022-03,Cost of Goods Sold,Direct Labor,Product C,Japan,JPY,24859.03,223.73,Actuals
2022,Q1,2022-03,Cost of Goods Sold,Direct Materials,Product C,Japan,JPY,84538.51,760.85,Actuals
2022,Q1,2022-03,Cost of Goods Sold,Manufacturing Overhead,Product C,Japan,JPY,17248.8,155.24,Actuals
2022,Q1,2022-03,Net Revenue,Gross Revenue,Product C,Japan,JPY,308064.22,2772.58,Actuals
2022,Q1,2022-03,Net Revenue,Returns and Refunds,Product C,Japan,JPY,-8902.94,-80.13,Actuals
2022,Q1,2022-03,Net Revenue,Revenue Adjustment,Product C,Japan,JPY,-145.56,-1.31,Actuals
2022,Q1,2022-03,OPEX,General & Administrative,Product C,Japan,JPY,23496.13,211.47,Actuals
2022,Q1,2022-03,OPEX,Headcount Expenses,Product C,Japan,JPY,65134.81,586.21,Actuals
2022,Q1,2022-03,OPEX,IT Expenses,Product C,Japan,JPY,17316.35,155.85,Actuals
2022,Q1,2022-03,OPEX,Marketing Expenses,Product C,Japan,JPY,22697.92,204.28,Actuals
2022,Q1,2022-03,OPEX,R&D Expenses,Product C,Japan,JPY,48464.28,436.18,Actuals
2022,Q1,2022-03,OPEX,Sales Expenses,Product C,Japan,JPY,25803.44,232.23,Actuals
2022,Q1,2022-03,Other Income/Expenses,Foreign Exchange Gain/Loss,Product C,Japan,JPY,-1343.6,-12.09,Actuals
2022,Q1,2022-03,Other Income/Expenses,Interest Expense,Product C,Japan,JPY,2155.76,19.4,Actuals
2022,Q1,2022-03,Other Income/Expenses,Interest Income,Product C,Japan,JPY,1188.13,10.69,Actuals
2022,Q1,2022-03,Cost of Goods Sold,Direct Labor,Product D,Japan,JPY,16946.99,152.52,Actuals
2022,Q1,2022-03,Cost of Goods Sold,Direct Materials,Product D,Japan,JPY,52140.09,469.26,Actuals
2022,Q1,2022-03,Cost of Goods Sold,Manufacturing Overhead,Product D,Japan,JPY,12323.31,110.91,Actuals
2022,Q1,2022-03,Net Revenue,Gross Revenue,Product D,Japan,JPY,185919.99,1673.28,Actuals
2022,Q1,2022-03,Net Revenue,Returns and Refunds,Product D,Japan,JPY,-10478.51,-94.31,Actuals
2022,Q1,2022-03,Net Revenue,Revenue Adjustment,Product D,Japan,JPY,-635.27,-5.72,Actuals
2022,Q1,2022-03,OPEX,General & Administrative,Product D,Japan,JPY,15968.83,143.72,Actuals
2022,Q1,2022-03,OPEX,Headcount Expenses,Product D,Japan,JPY,48102.6,432.92,Actuals
2022,Q1,2022-03,OPEX,IT Expenses,Product D,Japan,JPY,8527.23,76.75,Actuals
2022,Q1,2022-03,OPEX,Marketing Expenses,Product D,Japan,JPY,18245.6,164.21,Actuals
2022,Q1,2022-03,OPEX,R&D Expenses,Product D,Japan,JPY,18033.85,162.3,Actuals
2022,Q1,2022-03,OPEX,Sales Expenses,Product D,Japan,JPY,15377.59,138.4,Actuals
2022,Q1,2022-03,Other Income/Expenses,Foreign Exchange Gain/Loss,Product D,Japan,JPY,362.64,3.26,Actuals
2022,Q1,2022-03,Other Income/Expenses,Interest Expense,Product D,Japan,JPY,2279.64,20.52,Actuals
2022,Q1,2022-03,Other Income/Expenses,Interest Income,Product D,Japan,JPY,1152.66,10.37,Actuals
2022,Q1,2022-03,Cost of Goods Sold,Direct Labor,Product A,United Kingdom,GBP,49141.03,61426.29,Actuals
2022,Q1,2022-03,Cost of Goods Sold,Direct Materials,Product A,United Kingdom,GBP,125081.91,156352.39,Actuals
2022,Q1,2022-03,Cost of Goods Sold,Manufacturing Overhead,Product A,United Kingdom,GBP,43401.85,54252.31,Actuals
2022,Q1,2022-03,Net Revenue,Gross Revenue,Product A,United Kingdom,GBP,506154.74,632693.43,Actuals
2022,Q1,2022-03,Net Revenue,Returns and Refunds,Product A,United Kingdom,GBP,-18838.72,-23548.4,Actuals
2022,Q1,2022-03,Net Revenue,Revenue Adjustment,Product A,United Kingdom,GBP,3787.67,4734.59,Actuals
2022,Q1,2022-03,OPEX,General & Administrative,Product A,United Kingdom,GBP,36123.36,45154.2,Actuals
2022,Q1,2022-03,OPEX,Headcount Expenses,Product A,United Kingdom,GBP,125734.77,157168.46,Actuals
2022,Q1,2022-03,OPEX,IT Expenses,Product A,United Kingdom,GBP,30313.68,37892.1,Actuals
2022,Q1,2022-03,OPEX,Marketing Expenses,Product A,United Kingdom,GBP,44616.13,55770.16,Actuals
2022,Q1,2022-03,OPEX,R&D Expenses,Product A,United Kingdom,GBP,84581.65,105727.07,Actuals
2022,Q1,2022-03,OPEX,Sales Expenses,Product A,United Kingdom,GBP,33419.91,41774.89,Actuals
2022,Q1,2022-03,Other Income/Expenses,Foreign Exchange Gain/Loss,Product A,United Kingdom,GBP,-4571.49,-5714.36,Actuals
2022,Q1,2022-03,Other Income/Expenses,Interest Expense,Product A,United Kingdom,GBP,8876.65,11095.81,Actuals
2022,Q1,2022-03,Other Income/Expenses,Interest Income,Product A,United Kingdom,GBP,3468.57,4335.71,Actuals
2022,Q1,2022-03,Cost of Goods Sold,Direct Labor,Product B,United Kingdom,GBP,38197.26,47746.58,Actuals
2022,Q1,2022-03,Cost of Goods Sold,Direct Materials,Product B,United Kingdom,GBP,124136.89,155171.12,Actuals
2022,Q1,2022-03,Cost of Goods Sold,Manufacturing Overhead,Product B,United Kingdom,GBP,32704.86,40881.07,Actuals
2022,Q1,2022-03,Net Revenue,Gross Revenue,Product B,United Kingdom,GBP,396774.3,495967.87,Actuals
2022,Q1,2022-03,Net Revenue,Returns and Refunds,Product B,United Kingdom,GBP,-11523.2,-14403.99,Actuals
2022,Q1,2022-03,Net Revenue,Revenue Adjustment,Product B,United Kingdom,GBP,3829.64,4787.05,Actuals
2022,Q1,2022-03,OPEX,General & Administrative,Product B,United Kingdom,GBP,17589.38,21986.73,Actuals
2022,Q1,2022-03,OPEX,Headcount Expenses,Product B,United Kingdom,GBP,92529.83,115662.29,Actuals
2022,Q1,2022-03,OPEX,IT Expenses,Product B,United Kingdom,GBP,22141.33,27676.66,Actuals
2022,Q1,2022-03,OPEX,Marketing Expenses,Product B,United Kingdom,GBP,28718.94,35898.68,Actuals
2022,Q1,2022-03,OPEX,R&D Expenses,Product B,United Kingdom,GBP,56675.11,70843.88,Actuals
2022,Q1,2022-03,OPEX,Sales Expenses,Product B,United Kingdom,GBP,29420.1,36775.13,Actuals
2022,Q1,2022-03,Other Income/Expenses,Foreign Exchange Gain/Loss,Product B,United Kingdom,GBP,4543.84,5679.8,Actuals
2022,Q1,2022-03,Other Income/Expenses,Interest Expense,Product B,United Kingdom,GBP,5166.32,6457.9,Actuals
2022,Q1,2022-03,Other Income/Expenses,Interest Income,Product B,United Kingdom,GBP,3952.97,4941.21,Actuals
2022,Q1,2022-03,Cost of Goods Sold,Direct Labor,Product C,United Kingdom,GBP,38644.93,48306.17,Actuals
2022,Q1,2022-03,Cost of Goods Sold,Direct Materials,Product C,United Kingdom,GBP,94064.55,117580.69,Actuals
2022,Q1,2022-03,Cost of Goods Sold,Manufacturing Overhead,Product C,United Kingdom,GBP,21018.79,26273.48,Actuals
2022,Q1,2022-03,Net Revenue,Gross Revenue,Product C,United Kingdom,GBP,329340.8,411676.0,Actuals
2022,Q1,2022-03,Net Revenue,Returns and Refunds,Product C,United Kingdom,GBP,-14802.13,-18502.66,Actuals
2022,Q1,2022-03,Net Revenue,Revenue Adjustment,Product C,United Kingdom,GBP,2744.35,3430.43,Actuals
2022,Q1,2022-03,OPEX,General & Administrative,Product C,United Kingdom,GBP,26534.59,33168.24,Actuals
2022,Q1,2022-03,OPEX,Headcount Expenses,Product C,United Kingdom,GBP,65677.14,82096.42,Actuals
2022,Q1,2022-03,OPEX,IT Expenses,Product C,United Kingdom,GBP,11311.84,14139.8,Actuals
2022,Q1,2022-03,OPEX,Marketing Expenses,Product C,United Kingdom,GBP,18382.09,22977.62,Actuals
2022,Q1,2022-03,OPEX,R&D Expenses,Product C,United Kingdom,GBP,36466.29,45582.86,Actuals
2022,Q1,2022-03,OPEX,Sales Expenses,Product C,United Kingdom,GBP,31737.29,39671.61,Actuals
2022,Q1,2022-03,Other Income/Expenses,Foreign Exchange Gain/Loss,Product C,United Kingdom,GBP,-2736.58,-3420.73,Actuals
2022,Q1,2022-03,Other Income/Expenses,Interest Expense,Product C,United Kingdom,GBP,5687.92,7109.9,Actuals
2022,Q1,2022-03,Other Income/Expenses,Interest Income,Product C,United Kingdom,GBP,2211.72,2764.64,Actuals
2022,Q1,2022-03,Cost of Goods Sold,Direct Labor,Product D,United Kingdom,GBP,33984.2,42480.25,Actuals
2022,Q1,2022-03,Cost of Goods Sold,Direct Materials,Product D,United Kingdom,GBP,72641.71,90802.14,Actuals
2022,Q1,2022-03,Cost of Goods Sold,Manufacturing Overhead,Product D,United Kingdom,GBP,14193.52,17741.9,Actuals
2022,Q1,2022-03,Net Revenue,Gross Revenue,Product D,United Kingdom,GBP,216461.88,270577.35,Actuals
2022,Q1,2022-03,Net Revenue,Returns and Refunds,Product D,United Kingdom,GBP,-4098.2,-5122.75,Actuals
2022,Q1,2022-03,Net Revenue,Revenue Adjustment,Product D,United Kingdom,GBP,629.59,786.98,Actuals
2022,Q1,2022-03,OPEX,General & Administrative,Product D,United Kingdom,GBP,10442.06,13052.57,Actuals
2022,Q1,2022-03,OPEX,Headcount Expenses,Product D,United Kingdom,GBP,39679.72,49599.65,Actuals
2022,Q1,2022-03,OPEX,IT Expenses,Product D,United Kingdom,GBP,17401.41,21751.76,Actuals
2022,Q1,2022-03,OPEX,Marketing Expenses,Product D,United Kingdom,GBP,13872.59,17340.74,Actuals
2022,Q1,2022-03,OPEX,R&D Expenses,Product D,United Kingdom,GBP,41110.86,51388.57,Actuals
2022,Q1,2022-03,OPEX,Sales Expenses,Product D,United Kingdom,GBP,18645.72,23307.16,Actuals
2022,Q1,2022-03,Other Income/Expenses,Foreign Exchange Gain/Loss,Product D,United Kingdom,GBP,-2624.55,-3280.68,Actuals
2022,Q1,2022-03,Other Income/Expenses,Interest Expense,Product D,United Kingdom,GBP,3544.69,4430.86,Actuals
2022,Q1,2022-03,Other Income/Expenses,Interest Income,Product D,United Kingdom,GBP,2074.06,2592.57,Actuals
2022,Q1,2022-03,Cost of Goods Sold,Direct Labor,Product A,United States,USD,69364.79,69364.79,Actuals
2022,Q1,2022-03,Cost of Goods Sold,Direct Materials,Product A,United States,USD,144443.55,144443.55,Actuals
2022,Q1,2022-03,Cost of Goods Sold,Manufacturing Overhead,Product A,United States,USD,40771.79,40771.79,Actuals
2022,Q1,2022-03,Net Revenue,Gross Revenue,Product A,United States,USD,504738.48,504738.48,Actuals
2022,Q1,2022-03,Net Revenue,Returns and Refunds,Product A,United States,USD,-24028.9,-24028.9,Actuals
2022,Q1,2022-03,Net Revenue,Revenue Adjustment,Product A,United States,USD,-803.09,-803.09,Actuals
2022,Q1,2022-03,OPEX,General & Administrative,Product A,United States,USD,48689.04,48689.04,Actuals
2022,Q1,2022-03,OPEX,Headcount Expenses,Product A,United States,USD,142047.58,142047.58,Actuals
2022,Q1,2022-03,OPEX,IT Expenses,Product A,United States,USD,38452.84,38452.84,Actuals
2022,Q1,2022-03,OPEX,Marketing Expenses,Product A,United States,USD,30205.92,30205.92,Actuals
2022,Q1,2022-03,OPEX,R&D Expenses,Product A,United States,USD,66307.11,66307.11,Actuals
2022,Q1,2022-03,OPEX,Sales Expenses,Product A,United States,USD,53836.8,53836.8,Actuals
2022,Q1,2022-03,Other Income/Expenses,Foreign Exchange Gain/Loss,Product A,United States,USD,-2656.75,-2656.75,Actuals
2022,Q1,2022-03,Other Income/Expenses,Interest Expense,Product A,United States,USD,10212.16,10212.16,Actuals
2022,Q1,2022-03,Other Income/Expenses,Interest Income,Product A,United States,USD,2620.98,2620.98,Actuals
2022,Q1,2022-03,Cost of Goods Sold,Direct Labor,Product B,United States,USD,64485.6,64485.6,Actuals
2022,Q1,2022-03,Cost of Goods Sold,Direct Materials,Product B,United States,USD,127371.77,127371.77,Actuals
2022,Q1,2022-03,Cost of Goods Sold,Manufacturing Overhead,Product B,United States,USD,41970.63,41970.63,Actuals
2022,Q1,2022-03,Net Revenue,Gross Revenue,Product B,United States,USD,483213.19,483213.19,Actuals
2022,Q1,2022-03,Net Revenue,Returns and Refunds,Product B,United States,USD,-8524.56,-8524.56,Actuals
2022,Q1,2022-03,Net Revenue,Revenue Adjustment,Product B,United States,USD,-2868.2,-2868.2,Actuals
2022,Q1,2022-03,OPEX,General & Administrative,Product B,United States,USD,39412.27,39412.27,Actuals
2022,Q1,2022-03,OPEX,Headcount Expenses,Product B,United States,USD,128820.88,128820.88,Actuals
2022,Q1,2022-03,OPEX,IT Expenses,Product B,United States,USD,32340.08,32340.08,Actuals
2022,Q1,2022-03,OPEX,Marketing Expenses,Product B,United States,USD,21332.5,21332.5,Actuals
2022,Q1,2022-03,OPEX,R&D Expenses,Product B,United States,USD,54522.12,54522.12,Actuals
2022,Q1,2022-03,OPEX,Sales Expenses,Product B,United States,USD,37825.84,37825.84,Actuals
2022,Q1,2022-03,Other Income/Expenses,Foreign Exchange Gain/Loss,Product B,United States,USD,-2455.62,-2455.62,Actuals
2022,Q1,2022-03,Other Income/Expenses,Interest Expense,Product B,United States,USD,4468.86,4468.86,Actuals
2022,Q1,2022-03,Other Income/Expenses,Interest Income,Product B,United States,USD,2362.99,2362.99,Actuals
2022,Q1,2022-03,Cost of Goods Sold,Direct Labor,Product C,United States,USD,35704.46,35704.46,Actuals
2022,Q1,2022-03,Cost of Goods Sold,Direct Materials,Product C,United States,USD,91932.06,91932.06,Actuals
2022,Q1,2022-03,Cost of Goods Sold,Manufacturing Overhead,Product C,United States,USD,24030.14,24030.14,Actuals
2022,Q1,2022-03,Net Revenue,Gross Revenue,Product C,United States,USD,499436.42,499436.42,Actuals
2022,Q1,2022-03,Net Revenue,Returns and Refunds,Product C,United States,USD,-16578.57,-16578.57,Actuals
2022,Q1,2022-03,Net Revenue,Revenue Adjustment,Product C,United States,USD,2714.8,2714.8,Actuals
2022,Q1,2022-03,OPEX,General & Administrative,Product C,United States,USD,20630.21,20630.21,Actuals
2022,Q1,2022-03,OPEX,Headcount Expenses,Product C,United States,USD,76672.69,76672.69,Actuals
2022,Q1,2022-03,OPEX,IT Expenses,Product C,United States,USD,27003.78,27003.78,Actuals
2022,Q1,2022-03,OPEX,Marketing Expenses,Product C,United States,USD,43774.24,43774.24,Actuals
2022,Q1,2022-03,OPEX,R&D Expenses,Product C,United States,USD,34829.85,34829.85,Actuals
2022,Q1,2022-03,OPEX,Sales Expenses,Product C,United States,USD,35555.88,35555.88,Actuals
2022,Q1,2022-03,Other Income/Expenses,Foreign Exchange Gain/Loss,Product C,United States,USD,-852.18,-852.18,Actuals
2022,Q1,2022-03,Other Income/Expenses,Interest Expense,Product C,United States,USD,7693.03,7693.03,Actuals
2022,Q1,2022-03,Other Income/Expenses,Interest Income,Product C,United States,USD,2966.2,2966.2,Actuals
2022,Q1,2022-03,Cost of Goods Sold,Direct Labor,Product D,United States,USD,32984.88,32984.88,Actuals
2022,Q1,2022-03,Cost of Goods Sold,Direct Materials,Product D,United States,USD,80118.56,80118.56,Actuals
2022,Q1,2022-03,Cost of Goods Sold,Manufacturing Overhead,Product D,United States,USD,18317.95,18317.95,Actuals
2022,Q1,2022-03,Net Revenue,Gross Revenue,Product D,United States,USD,301820.82,301820.82,Actuals
2022,Q1,2022-03,Net Revenue,Returns and Refunds,Product D,United States,USD,-11674.6,-11674.6,Actuals
2022,Q1,2022-03,Net Revenue,Revenue Adjustment,Product D,United States,USD,1279.06,1279.06,Actuals
2022,Q1,2022-03,OPEX,General & Administrative,Product D,United States,USD,19069.77,19069.77,Actuals
2022,Q1,2022-03,OPEX,Headcount Expenses,Product D,United States,USD,69531.75,69531.75,Actuals
2022,Q1,2022-03,OPEX,IT Expenses,Product D,United States,USD,17615.7,17615.7,Actuals
2022,Q1,2022-03,OPEX,Marketing Expenses,Product D,United States,USD,36499.19,36499.19,Actuals
2022,Q1,2022-03,OPEX,R&D Expenses,Product D,United States,USD,28552.34,28552.34,Actuals
2022,Q1,2022-03,OPEX,Sales Expenses,Product D,United States,USD,22779.52,22779.52,Actuals
2022,Q1,2022-03,Other Income/Expenses,Foreign Exchange Gain/Loss,Product D,United States,USD,1451.4,1451.4,Actuals
2022,Q1,2022-03,Other Income/Expenses,Interest Expense,Product D,United States,USD,5606.27,5606.27,Actuals
2022,Q1,2022-03,Other Income/Expenses,Interest Income,Product D,United States,USD,2397.9,2397.9,Actuals
2022,Q2,2022-04,Cost of Goods Sold,Direct Labor,Product A,Australia,AUD,27604.42,19323.09,Actuals
2022,Q2,2022-04,Cost of Goods Sold,Direct Materials,Product A,Australia,AUD,59828.0,41879.6,Actuals
2022,Q2,2022-04,Cost of Goods Sold,Manufacturing Overhead,Product A,Australia,AUD,26019.02,18213.31,Actuals
2022,Q2,2022-04,Net Revenue,Gross Revenue,Product A,Australia,AUD,199364.05,139554.83,Actuals
2022,Q2,2022-04,Net Revenue,Returns and Refunds,Product A,Australia,AUD,-9232.72,-6462.91,Actuals
2022,Q2,2022-04,Net Revenue,Revenue Adjustment,Product A,Australia,AUD,-1066.37,-746.46,Actuals
2022,Q2,2022-04,OPEX,General & Administrative,Product A,Australia,AUD,21350.77,14945.54,Actuals
2022,Q2,2022-04,OPEX,Headcount Expenses,Product A,Australia,AUD,72481.36,50736.95,Actuals
2022,Q2,2022-04,OPEX,IT Expenses,Product A,Australia,AUD,17366.39,12156.47,Actuals
2022,Q2,2022-04,OPEX,Marketing Expenses,Product A,Australia,AUD,22134.57,15494.2,Actuals
2022,Q2,2022-04,OPEX,R&D Expenses,Product A,Australia,AUD,44648.48,31253.94,Actuals
2022,Q2,2022-04,OPEX,Sales Expenses,Product A,Australia,AUD,27481.15,19236.81,Actuals
2022,Q2,2022-04,Other Income/Expenses,Foreign Exchange Gain/Loss,Product A,Australia,AUD,3335.52,2334.86,Actuals
2022,Q2,2022-04,Other Income/Expenses,Interest Expense,Product A,Australia,AUD,4567.16,3197.01,Actuals
2022,Q2,2022-04,Other Income/Expenses,Interest Income,Product A,Australia,AUD,2837.54,1986.28,Actuals
2022,Q2,2022-04,Cost of Goods Sold,Direct Labor,Product B,Australia,AUD,26612.98,18629.09,Actuals
2022,Q2,2022-04,Cost of Goods Sold,Direct Materials,Product B,Australia,AUD,64017.9,44812.53,Actuals
2022,Q2,2022-04,Cost of Goods Sold,Manufacturing Overhead,Product B,Australia,AUD,13679.15,9575.4,Actuals
2022,Q2,2022-04,Net Revenue,Gross Revenue,Product B,Australia,AUD,268848.42,188193.89,Actuals
2022,Q2,2022-04,Net Revenue,Returns and Refunds,Product B,Australia,AUD,-11323.4,-7926.38,Actuals
2022,Q2,2022-04,Net Revenue,Revenue Adjustment,Product B,Australia,AUD,-412.28,-288.6,Actuals
2022,Q2,2022-04,OPEX,General & Administrative,Product B,Australia,AUD,20628.26,14439.78,Actuals
2022,Q2,2022-04,OPEX,Headcount Expenses,Product B,Australia,AUD,63838.6,44687.02,Actuals
2022,Q2,2022-04,OPEX,IT Expenses,Product B,Australia,AUD,15060.75,10542.53,Actuals
2022,Q2,2022-04,OPEX,Marketing Expenses,Product B,Australia,AUD,13396.97,9377.88,Actuals
2022,Q2,2022-04,OPEX,R&D Expenses,Product B,Australia,AUD,26982.11,18887.48,Actuals
2022,Q2,2022-04,OPEX,Sales Expenses,Product B,Australia,AUD,16669.51,11668.65,Actuals
2022,Q2,2022-04,Other Income/Expenses,Foreign Exchange Gain/Loss,Product B,Australia,AUD,861.39,602.97,Actuals
2022,Q2,2022-04,Other Income/Expenses,Interest Expense,Product B,Australia,AUD,4763.15,3334.2,Actuals
2022,Q2,2022-04,Other Income/Expenses,Interest Income,Product B,Australia,AUD,1194.0,835.8,Actuals
2022,Q2,2022-04,Cost of Goods Sold,Direct Labor,Product C,Australia,AUD,19292.9,13505.03,Actuals
2022,Q2,2022-04,Cost of Goods Sold,Direct Materials,Product C,Australia,AUD,60393.55,42275.48,Actuals
2022,Q2,2022-04,Cost of Goods Sold,Manufacturing Overhead,Product C,Australia,AUD,14539.12,10177.38,Actuals
2022,Q2,2022-04,Net Revenue,Gross Revenue,Product C,Australia,AUD,170821.55,119575.08,Actuals
2022,Q2,2022-04,Net Revenue,Returns and Refunds,Product C,Australia,AUD,-4583.03,-3208.12,Actuals
2022,Q2,2022-04,Net Revenue,Revenue Adjustment,Product C,Australia,AUD,-964.02,-674.81,Actuals
2022,Q2,2022-04,OPEX,General & Administrative,Product C,Australia,AUD,10560.03,7392.02,Actuals
2022,Q2,2022-04,OPEX,Headcount Expenses,Product C,Australia,AUD,47328.85,33130.19,Actuals
2022,Q2,2022-04,OPEX,IT Expenses,Product C,Australia,AUD,6629.48,4640.64,Actuals
2022,Q2,2022-04,OPEX,Marketing Expenses,Product C,Australia,AUD,13554.52,9488.17,Actuals
2022,Q2,2022-04,OPEX,R&D Expenses,Product C,Australia,AUD,23835.32,16684.73,Actuals
2022,Q2,2022-04,OPEX,Sales Expenses,Product C,Australia,AUD,15472.07,10830.45,Actuals
2022,Q2,2022-04,Other Income/Expenses,Foreign Exchange Gain/Loss,Product C,Australia,AUD,436.77,305.74,Actuals
2022,Q2,2022-04,Other Income/Expenses,Interest Expense,Product C,Australia,AUD,2450.11,1715.08,Actuals
2022,Q2,2022-04,Other Income/Expenses,Interest Income,Product C,Australia,AUD,1846.23,1292.36,Actuals
2022,Q2,2022-04,Cost of Goods Sold,Direct Labor,Product D,Australia,AUD,20509.0,14356.3,Actuals
2022,Q2,2022-04,Cost of Goods Sold,Direct Materials,Product D,Australia,AUD,30985.42,21689.79,Actuals
2022,Q2,2022-04,Cost of Goods Sold,Manufacturing Overhead,Product D,Australia,AUD,12582.77,8807.94,Actuals
2022,Q2,2022-04,Net Revenue,Gross Revenue,Product D,Australia,AUD,146648.19,102653.73,Actuals
2022,Q2,2022-04,Net Revenue,Returns and Refunds,Product D,Australia,AUD,-2361.78,-1653.25,Actuals
2022,Q2,2022-04,Net Revenue,Revenue Adjustment,Product D,Australia,AUD,267.82,187.47,Actuals
